1;[5, 353, 55];[2, 0, 1, 0]
1;[5, 348, 50];[3, 0, 1, 0]
1;[5, 343, 45];[4, 0, 1, 0]
1;[5, 338, 40];[5, 0, 1, 0]
1;[5, 333, 35];[6, 0, 1, 0]
1;[5, 328, 30];[7, 0, 1, 0]
1;[5, 323, 25];[8, 0, 1, 0]
1;[5, 318, 20];[9, 0, 1, 0]
1;[5, 313, 15];[10, 0, 1, 0]
1;[5, 308, 10];[11, 0, 1, 0]
